chr	start	end	MD	202504221	2025042314	2025042523	513433003930	513433003307	202504233	202504239	2025042312	2025042311	2025042510	2025042313	202504235	202504237	202504255	202504234	2025042310	513321004150	513321004409	511028004724	202504258	2025042215	202504236	2025042511	2025042514	2025042515	202504231	202504238	513433003704	202504232	513321004194	513433003835	513321005000	513321004673	202505271	513433003648	202505283	202505275	202505274	202505272	PY-1	MX	XR	JS	25121A	25121B	25121C	25121D	25121E	25121F	25210B	25210C	25210D	25210E	25219A	25219B	25219C	25219D	25219E	25219F	250227A	250227B	250227C	250227D	250227E	25227F	25313A	25313B	25313C	25313D	25313E	25313F	25313G	25313H	25328A	25327B	25327C	25327D	25327E	25327F	25327G	25327H	202504222	202504223	202504224	202504225	202504226	202504227	2025042210	2025042211	2025042214	2025042219	2025042212	2025042213	2025042216	2025042218	2025042220	2025042221	2025042222	2025042224	25703A	25703B	2025042217	2025042223	202504228
chr1	1127992	1129744	0	0.8733333333333334	0.8480641025641026	0.7772564102564102	0.8351923076923077	0.7965384615384615	0.8540641025641026	0.7556410256410256	0.8316410256410256	0.8186538461538461	0.7797435897435897	0.8124102564102563	0.8052820512820512	0.8395128205128205	0.8647179487179488	0.8606282051282051	0.8581025641025639	0.8316666666666668	0.8678974358974361	0.8127435897435898	0.8208205128205128	0.8437564102564105	0.8268026315789472	0.8145	0.7477948717948717	0.7968076923076922	0.8577820512820512	0.812679487179487	0.7873717948717949	0.8009615384615385	0.8131923076923078	0.7772564102564101	0.7730641025641025	0.8454230769230769	0.7762948717948718	0.854153846153846	0.8607179487179488	0.8591025641025641	0.8707820512820513	0.8275641025641025	0.783064935064935	0.8395000000000001	0.8238974358974358	0.7913717948717948	0.7676538461538461	0.8651538461538462	0.7473589743589744	0.7857564102564102	0.7905256410256409	0.742525641025641	0.7725897435897435	0.8346282051282051	0.7200384615384615	0.9133157894736843	0.804397435897436	0.8227948717948718	0.8032948717948718	0.7957179487179487	0.7957179487179487	0.8216538461538463	0.8444230769230768	0.8658717948717947	0.7743717948717949	0.8184358974358974	0.6777435897435897	0.8236410256410256	0.8581025641025644	0.8010909090909091	0.8287820512820512	0.7751666666666666	0.8147051282051283	0.7687948717948719	0.8010897435897436	0.7792051282051283	0.7980256410256411	0.8367179487179487	0.8045641025641025	0.8514615384615385	0.7879487179487179	0.8132051282051282	0.8330641025641027	0.8436282051282052	0.8532564102564103	0.8300384615384615	0.7964358974358974	0.8608571428571429	0.8273717948717948	0.8837435897435898	0.7526538461538461	0.8663461538461539	0.8439102564102564	0.8127948717948718	0.8508205128205129	0.8282692307692309	0.8561666666666665	0.8074871794871794	0.8325769230769231	0.8109102564102565	0.8503896103896103	0.8562692307692308	0.8557307692307694	0.743051282051282	0.7753205128205128	0.7976282051282051	0.8465128205128204
chr1	1163232	1164271	0	0.8722985074626866	0.9021875000000001	0.8558208955223882	0.7433731343283582	0.8082388059701493	0.8936119402985074	0.8199552238805969	0.8928805970149255	0.8193283582089551	0.748	0.8190149253731343	0.8725970149253731	0.8576666666666667	0.7970746268656717	0.9123582089552239	0.8453731343283583	0.8827164179104477	0.8527462686567164	0.8813582089552239	0.793878787878788	0.848641791044776	0.9206417910447762	0.833268656716418	0.7387910447761193	0.8739552238805969	0.8511641791044776	0.8787611940298508	0.8862388059701493	0.8989999999999999	0.8500000000000001	0.8723134328358209	0.8733731343283583	0.8995223880597015	0.903377049180328	0.8963880597014924	0.88128125	0.8612238805970149	0.9013432835820896	0.9077272727272727	0.833134328358209	0.8592089552238805	0.8244328358208955	0.8710597014925373	0.8599253731343284	0.9390746268656716	0.8130161290322581	0.7934477611940299	0.8809402985074627	0.7434477611940298	0.8411060606060606	0.8313880597014925	0.7763731343283583	0.8489218749999999	0.8987313432835822	0.8524179104477613	0.8408571428571429	0.8418955223880596	0.8598059701492538	0.780741935483871	0.8400149253731342	0.8265522388059701	0.8944328358208956	0.8161060606060607	0.674597014925373	0.8826119402985074	0.8296417910447761	0.8380597014925373	0.7684925373134329	0.7825606060606061	0.8664328358208957	0.7030149253731343	0.8815074626865671	0.8613582089552239	0.8857462686567165	0.8523731343283582	0.9004328358208955	0.8794179104477612	0.851560606060606	0.7785223880597015	0.8151343283582089	0.7350149253731343	0.890076923076923	0.8742985074626866	0.8785820895522387	0.9182835820895523	0.8627903225806451	0.8417343749999999	0.7850757575757576	0.8506716417910448	0.8819838709677419	0.7578358208955225	0.8992272727272728	0.88944776119403	0.8562388059701492	0.9316666666666666	0.8198030303030301	0.9116865671641791	0.8567910447761194	0.8456119402985074	0.9044776119402985	0.7757368421052632	0.812225806451613	0.8249848484848484	0.9015373134328358
chr1	1164657	1165318	0	0.5263265306122449	0.6942857142857144	0.5918163265306123	0.5971020408163266	0.5499183673469388	0.781531914893617	0.548	0.702	0.5816938775510204	0.6555208333333333	0.6730204081632651	0.6013673469387755	0.747938775510204	0.5151428571428571	0.6665510204081633	0.649795918367347	0.6682857142857144	0.5973877551020409	0.6443469387755102	0.5745102040816327	0.7073265306122449	0.5836938775510204	0.6313673469387755	0.6357708333333334	0.7677755102040815	0.7653061224489796	0.6421632653061224	0.7107021276595744	0.7284897959183673	0.6299591836734695	0.5888979591836735	0.6589591836734694	0.5693877551020409	0.578530612244898	0.6889183673469388	0.4705510204081633	0.6479795918367346	0.6618979591836734	0.6498775510204082	0.5067959183673469	0.6493469387755102	0.589530612244898	0.6521020408163265	0.438204081632653	0.6336530612244898	0.6008979591836734	0.5603404255319149	0.7244081632653062	0.4947755102040816	0.6312448979591836	0.6804081632653062	0.5763673469387756	0.6703469387755102	0.7364897959183673	0.6445102040816327	0.6382857142857143	0.6008775510204082	0.5902448979591837	0.580204081632653	0.6495510204081631	0.6756122448979591	0.7172244897959184	0.5510204081632653	0.4960204081632653	0.748938775510204	0.6247959183673469	0.4803061224489796	0.5539591836734694	0.4918979591836735	0.5160204081632653	0.5708367346938775	0.36414285714285705	0.6558571428571429	0.5241632653061225	0.8389591836734694	0.8471836734693877	0.640469387755102	0.5901020408163266	0.6753673469387755	0.5605714285714285	0.628530612244898	0.733795918367347	0.6114897959183674	0.6559183673469388	0.7387959183673468	0.5573877551020407	0.786265306122449	0.5135918367346939	0.6825918367346938	0.5523673469387755	0.728673469387755	0.7199183673469387	0.6483673469387755	0.6685918367346938	0.5858163265306122	0.5450816326530612	0.7114693877551019	0.6406326530612244	0.7766326530612245	0.7315102040816326	0.5192857142857142	0.3873877551020409	0.5201224489795918	0.6946938775510204
chr1	1332727	1333583	0	0.8435517241379311	0.8529491525423728	0.9010175438596492	0.7725084745762711	0.7751016949152542	0.7961999999999999	0.614813559322034	0.7837021276595744	0.7925084745762713	0.7654489795918369	0.8101206896551725	0.8193559322033898	0.8024915254237289	0.7057796610169491	0.8179661016949152	0.7905344827586206	0.8960677966101696	0.8919830508474575	0.8331864406779661	0.865593220338983	0.765084745762712	0.8345762711864406	0.7359830508474575	0.7708305084745762	0.8118620689655173	0.8024237288135592	0.8386440677966104	0.801050847457627	0.8777118644067797	0.8562711864406779	0.7807966101694915	0.8644237288135594	0.8044912280701755	0.8002033898305084	0.8108135593220339	0.7677796610169492	0.7356379310344828	0.8383559322033899	0.7574166666666666	0.7753728813559322	0.7335254237288136	0.6472542372881356	0.8996666666666667	0.7482203389830508	0.7923389830508475	0.7742203389830508	0.8121525423728814	0.8172413793103449	0.7205423728813558	0.7203389830508474	0.8575593220338982	0.695864406779661	0.8666724137931034	0.7298813559322034	0.7655254237288135	0.9090508474576271	0.8213389830508474	0.8315084745762713	0.854322033898305	0.740542372881356	0.9242542372881357	0.7625762711864408	0.8732203389830507	0.7919491525423729	0.7518305084745763	0.842457627118644	0.8996199999999999	0.8624915254237289	0.7473220338983051	0.8489491525423729	0.7248983050847457	0.8278813559322035	0.8534745762711865	0.8319152542372881	0.7621186440677966	0.7479090909090909	0.7135932203389831	0.8091186440677967	0.7791355932203389	0.8960847457627119	0.7615357142857143	0.8204915254237288	0.831322033898305	0.8707118644067796	0.773	0.8372203389830508	0.8063333333333333	0.7067500000000001	0.7867288135593221	0.8252000000000002	0.8721525423728814	0.8486610169491526	0.8648928571428571	0.8255254237288135	0.8647966101694916	0.7641636363636363	0.7905344827586207	0.818593220338983	0.8637118644067796	0.8669491525423728	0.8024576271186441	0.794578947368421	0.8431607142857143	0.8620847457627119
chr1	1629510	1629556	0	0.0	0.10416666666666667	0.12033333333333333	0.17899999999999996	0.0	0.15000000000000002	0.0185	0.24	0.325	0.13333333333333333	0.0	0.07783333333333334	0.23116666666666666	0.17200000000000001	0.010333333333333333	0.12816666666666665	0.06666666666666667	0.0	0.041833333333333333	0.04766666666666666	0.042333333333333334	0.0	0.0	0.25899999999999995	0.03333333333333333	0.0185	0.03566666666666666	0.0	0.22216666666666665	0.27216666666666667	0.11133333333333334	0.0	0.0	0.07566666666666666	0.15	0.027833333333333335	0.15833333333333333	0.08333333333333333	0.2081666666666667	0.18066666666666667	0.03333333333333333	0.15033333333333332	0.0555	0.03333333333333333	0.051	0.015166666666666667	0.21516666666666664	0.125	0.036166666666666666	0.04466666666666667	0.03333333333333333	0.11333333333333333	0.0	0.36033333333333334	0.05366666666666667	0.0625	0.06666666666666667	0.14616666666666667	0.0	0.09133333333333334	0.10083333333333333	0.02666666666666667	0.13883333333333334	0.151	0.1285	0.09716666666666667	0.0	0.0	0.0	0.020833333333333332	0.0	0.16033333333333333	0.075	0.18366666666666667	0.15183333333333335	0.26966666666666667	0.06666666666666667	0.1695	0.11083333333333333	0.22216666666666665	0.16666666666666666	0.07633333333333332	0.1055	0.0	0.0555	0.3166666666666667	0.4001666666666666	0.08066666666666666	0.14450000000000002	0.131	0.02666666666666667	0.07866666666666666	0.15183333333333335	0.08849999999999998	0.10416666666666667	0.11683333333333334	0.020833333333333332	0.0	0.3665	0.14233333333333334	0.2193333333333333	0.0	0.3176666666666667	0.028999999999999998
chr1	1630187	1630256	0	0.24983333333333332	0.0	0.0	0.0	0.0	0.0	0.25	0.03333333333333333	0.0	0.0	0.0	0.0555	0.0555	0.0795	0.0	0.0	0.027833333333333335	0.03333333333333333	0.11783333333333335	0.0	0.25	0.08333333333333333	0.0	0.0555	0.0	0.075	0.0	0.0		0.041666666666666664	0.24983333333333332	0.0	0.041666666666666664	0.0	0.20833333333333334	0.2916666666666667	0.0	0.0	0.03333333333333333	0.0	0.0	0.0555	0.0	0.0	0.0	0.0	0.20833333333333334	0.041666666666666664	0.0	0.0	0.0	0.0	0.0	0.08333333333333333	0.0	0.0	0.17783333333333332	0.0	0.0	0.10283333333333333	0.0	0.0	0.0555	0.0	0.0	0.041666666666666664	0.0	0.0	0.16666666666666666	0.16666666666666666	0.0	0.38866666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19999999999999998	0.0	0.0	0.0	0.02383333333333333	0.11666666666666665	0.0	0.0	0.17783333333333332	0.0	0.0	0.0	0.0555	0.3055	0.0	0.0	0.13883333333333334
chr1	1942779	1943408	0	0.8185882352941176	0.7482058823529413	0.8007352941176471	0.7576764705882354	0.7489705882352942	0.8551764705882353	0.7553235294117646	0.7997058823529413	0.8185294117647058	0.7716764705882353	0.8025588235294119	0.8277058823529411	0.8847058823529411	0.8738823529411763	0.8365882352941176	0.6363823529411765	0.7895588235294118	0.7950882352941177	0.8253823529411766	0.7519411764705883	0.804	0.6781176470588237	0.7176764705882352	0.8285588235294118	0.8771470588235293	0.8000882352941178	0.7845588235294116	0.8642647058823529	0.6750606060606059	0.7785294117647058	0.7736470588235295	0.850735294117647	0.7911764705882353	0.8624999999999999	0.8238235294117646	0.8401764705882354	0.8485882352941175	0.8407058823529412	0.7740294117647059	0.7452941176470588	0.7410294117647057	0.7697352941176471	0.8042058823529411	0.8409705882352942	0.79215625	0.8097058823529412	0.7257941176470588	0.7501212121212121	0.8047058823529413	0.7402941176470588	0.8449411764705882	0.8472058823529411	0.7117272727272728	0.7757058823529412	0.757	0.8314999999999999	0.775	0.799264705882353	0.7921176470588235	0.8438235294117646	0.7890882352941175	0.7405294117647059	0.7494705882352941	0.8197941176470589	0.7639705882352942	0.8427692307692307	0.8189117647058823	0.7319117647058823	0.7720588235294118	0.8147878787878788	0.7850882352941178	0.7237352941176469	0.7546764705882353	0.8164242424242424	0.8222941176470587	0.7807352941176471	0.7804411764705881	0.7939117647058822	0.7771764705882351	0.8263823529411765	0.8432727272727273	0.7846764705882353	0.7833235294117646	0.7724705882352941	0.8636969696969696	0.7942941176470588	0.8236176470588236	0.7224705882352942	0.8127058823529412	0.8092941176470587	0.8051764705882353	0.8194117647058823	0.890764705882353	0.8473823529411765	0.8418529411764706	0.8927647058823529	0.7912058823529413	0.7338709677419355	0.8545588235294117	0.8440882352941176	0.8765294117647059	0.8245882352941177	0.8539117647058824	0.8441470588235295
chr1	2073537	2074050	0	0.9653170731707316	0.8453170731707318	0.84995	0.8744146341463415	0.915560975609756	0.8722926829268294	0.9033170731707316	0.9248292682926829	0.8558048780487805	0.8872195121951221	0.765341463414634	0.8697317073170732	0.9150731707317074	0.9304878048780487	0.9220975609756097	0.7654146341463414	0.8770731707317073	0.8837317073170733	0.8847560975609757	0.8919268292682926	0.842	0.8240975609756098	0.8386829268292681	0.9183658536585367	0.787829268292683	0.8940243902439025	0.8829756097560973	0.9117073170731707	0.8473902439024391	0.8945609756097562	0.9191219512195123	0.9035365853658536	0.9026097560975609	0.897560975609756	0.9060243902439026	0.9609024390243904	0.8696829268292682	0.8818249999999999	0.9285121951219513	0.8585121951219512	0.8096341463414635	0.9163902439024391	0.9197560975609756	0.8737073170731706	0.8774634146341463	0.8511951219512195	0.8874634146341462	0.914658536585366	0.861780487804878	0.8541219512195122	0.9523658536585367	0.8620243902439025	0.8222926829268292	0.7617073170731707	0.8189268292682927	0.9059268292682927	0.9296585365853658	0.9122439024390244	0.9558292682926829	0.8195121951219513	0.8101219512195121	0.9382926829268292	0.8403902439024389	0.7954634146341465	0.7864390243902439	0.9392682926829268	0.8051538461538461	0.8781463414634145	0.8784634146341462	0.7843902439024389	0.7948780487804877	0.8899756097560975	0.8334634146341464	0.8556097560975611	0.9039756097560976	0.7527073170731707	0.7822439024390243	0.8525853658536586	0.8460975609756097	0.8840487804878049	0.7824146341463415	0.8202682926829268	0.8822439024390243	0.9318780487804879	0.9306829268292683	0.9395365853658537	0.8535853658536585	0.9150487804878048	0.8915121951219512	0.8669024390243902	0.7910487804878049	0.8649268292682926	0.9060731707317073	0.9580243902439024	0.8338780487804878	0.8785365853658538	0.8951621621621623	0.910219512195122	0.8783658536585366	0.9092682926829269	0.835	0.9128048780487804	0.9	0.928268292682927
chr1	2126941	2127647	0	0.06648387096774193	0.12745161290322582	0.13338709677419355	0.10812903225806451	0.1071290322580645	0.08651612903225807	0.2208387096774194	0.03716129032258064	0.09	0.05458064516129032	0.05600000000000001	0.07335483870967742	0.0712	0.15564516129032258	0.033129032258064524	0.04706451612903226	0.07580645161290321	0.07822580645161291	0.02116129032258065	0.03438709677419355	0.05912903225806451	0.10035483870967743	0.049645161290322586	0.13883870967741938	0.09461290322580646	0.14983870967741936	0.10538709677419356	0.06619354838709678	0.11167741935483871	0.056903225806451616	0.10283870967741934	0.1055483870967742	0.041193548387096775	0.07087096774193549	0.09767741935483872	0.1246896551724138	0.13689285714285712	0.1363548387096774	0.02883870967741935	0.2738709677419355	0.13170967741935488	0.051774193548387096	0.060096774193548384	0.07206451612903225	0.05338709677419355	0.07070967741935484	0.057129032258064504	0.032129032258064516	0.08361290322580646	0.0618709677419355	0.018548387096774192	0.08316129032258066	0.1443225806451613	0.06700000000000002	0.19129032258064518	0.06941935483870969	0.05841935483870968	0.09019354838709677	0.1047741935483871	0.04741935483870968	0.043258064516129034	0.20948387096774196	0.09654838709677421	0.14316129032258065	0.0912258064516129	0.01532258064516129	0.06735483870967743	0.04741935483870968	0.04554838709677419	0.029806451612903226	0.285258064516129	0.0056129032258064515	0.08051612903225806	0.034645161290322586	0.059064516129032255	0.12112903225806451	0.13461290322580644	0.05035483870967742	0.12100000000000001	0.047903225806451614	0.09580645161290322	0.05758620689655172	0.1312258064516129	0.10390322580645162	0.11548275862068966	0.05083870967741936	0.12813793103448276	0.18167741935483872	0.05529032258064516	0.08825806451612903	0.06876923076923078	0.07496774193548388	0.0634516129032258	0.10393548387096774	0.024903225806451615	0.0064516129032258064	0.10170967741935484	0.03867741935483871	0.10780645161290323	0.03067741935483871	0.12706451612903227	0.041161290322580646	0.06725806451612903	0.017870967741935487
chr1	2207464	2208065	0	0.811948717948718	0.7802564102564103	0.7982564102564103	0.8334736842105264	0.841	0.6082173913043478	0.5765641025641026	0.8138205128205127	0.9085641025641025	0.8008947368421053	0.6309743589743589	0.8534102564102565	0.7787692307692308	0.826974358974359	0.7759487179487179	0.8654615384615385	0.8538974358974359	0.6636315789473685	0.8073589743589743	0.8551538461538462	0.792102564102564	0.6896410256410258	0.8261025641025642	0.8550512820512821	0.798342105263158	0.8225384615384616	0.732948717948718	0.8028461538461539	0.8350256410256411	0.7821794871794872	0.728948717948718	0.7974102564102563	0.8875641025641026	0.8033076923076924	0.7964871794871794	0.7984736842105264	0.8121538461538461	0.8195641025641026	0.832875	0.79585	0.7321025641025641	0.8030512820512821	0.778	0.8372894736842106	0.7837435897435897	0.8902820512820512	0.8203076923076923	0.8882903225806451	0.7093589743589743	0.7994871794871795	0.5461538461538462	0.7058974358974359	0.6770810810810811	0.8027948717948717	0.8526923076923077	0.8432894736842106	0.7739230769230769	0.8537692307692308	0.852051282051282	0.7849487179487179	0.7967692307692307	0.7640769230769231	0.8562820512820511	0.7462051282051283	0.786025641025641	0.8107948717948719	0.7296666666666669	0.8304102564102563	0.6723947368421053	0.8744871794871796	0.5941538461538461	0.766179487179487	0.8095641025641026	0.7481025641025644	0.8853076923076924	0.7337692307692307	0.7940000000000002	0.783923076923077	0.7551538461538464	0.8358205128205128	0.8428461538461539	0.9023846153846153	0.877948717948718	0.917102564102564	0.8175128205128205	0.7230769230769231	0.8174736842105264	0.7857179487179486	0.8365641025641025	0.8014615384615384	0.8217435897435896	0.8685128205128205	0.912051282051282	0.886948717948718	0.7948205128205128	0.8701282051282052	0.8343076923076922	0.903871794871795	0.8659230769230769	0.8463076923076921	0.8090512820512821	0.5977435897435897	0.8240000000000001	0.838051282051282
